stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
2301,"BUBUG02","Bugaj/",52.3102168400,17.1816930800,B
1757,"KOTOP01","Komorniki/Topolowa",52.3403201000,16.7950742600,B
3851,"KBKAR02","Kobylniki/Karolewska",52.4756383742,16.7238626418,B
931,"LUSTP02","Luboń/Straż Pożarna",52.3462640978,16.8790089057,B
416,"ORP02","UAM Os. Różany Potok",52.4666531500,16.9417878300,A
721,"KWIA02","Os. Kwiatowe",52.3831046778,16.8314895516,A
1002,"RUDN01","Rudnicze",52.3758228400,16.8437427000,A
3908,"KNEKS01","Konarzewo/S5",52.3338590000,16.7288910000,C
2075,"CKJAN02","Ceradz Kościelny/Jankowicka",52.4402220000,16.6002220000,C
4359,"SUSUW01","Słupia Wielka/",52.2173604728,17.2182557730,C
1283,"WOLK02","Wołkowyska",52.4003547200,16.9686933200,A
4440,"TPSLO02","Tarnowo Pdg/Słonecznikowa",52.4710280000,16.6638060000,C
3072,"LUSRY01","Luboń/Strumykowa",52.3444420093,16.8984003440,B
4330,"SFSWI03","Świątniki/I",52.2296979551,16.9480152722,C
62,"PONA72","Polna",52.4142414300,16.8966975400,A
1054,"CIES01","Cieszyńska",52.3654909200,16.8943995000,A
1173,"BOBA02","Bogucin Bałtycka",52.4298729300,17.0090791800,A
3625,"BFGLO01","Biskupice/Główna",52.4626316564,17.1689064810,C
3702,"KOKRY01","Komorniki/Kryształowa",52.3477960000,16.7829080000,B
1695,"BUDZ41","Budziszyńska",52.3885462000,16.8497230600,A
375,"WIET01","Wietrzna",52.4687448900,16.9009097300,A
1500,"OSZO01","Os. Zodiak",52.3912242300,16.9899634300,A
4456,"KONZ01","Konopnickiej",52.4027790000,16.8996940000,A
3005,"MOJAS01","Mosina/Śremska/Jasna",52.2292819375,16.8517221710,C
1604,"NIEZ02","Niezłomnych",52.4030230600,16.9208396200,A
782,"WOPO04","Wojska Polskiego",52.4276261200,16.9002674800,A
342,"SZSZ01","Szarych Szeregów",52.4600260500,16.8821202800,A
4208,"TPSLO01","Tarnowo Pdg/Słonecznikowa",52.4742780000,16.6643610000,C
2538,"ZAHSZ01","Zalasewo/Heweliusza Szkoła",52.3850790000,17.0685930000,B
660,"LAWI02","Ławica",52.4097276800,16.8237694700,A
3251,"RBZER01","Robakowo/Żernicka Magazyny",52.3144883500,17.0716458500,B
2177,"BOPOL01","Bolechowo/Poligonowa",52.5428265900,16.9866620000,C
3277,"MOSGS01","Mosina/Śremska/GS",52.2344276202,16.8501135966,C
6,"MT73","Most Teatralny",52.4103354900,16.9143484000,A
434,"RADO02","Radojewo",52.4967973400,16.9459751900,A
410,"OSSM01","Os. Śmiałego",52.4546900000,16.9191800000,A
2632,"JWJWW02","Jeziory Wielkie/",52.1830491400,17.1330170100,D
3834,"FRWO04","Franowo",52.3815600000,17.0000700000,A
4244,"SALUS01","Sady/Lusowska",52.4467323365,16.7236412783,C
3892,"FALI01","Falista",52.3696700000,16.9488400000,A
730,"WEGO02","Węgorka",52.3919368500,16.8578373700,A
40,"MURA41","Murawa",52.4269504200,16.9359653500,A
1853,"KICZE02","Kiekrz/Czereśniowa",52.4987834900,16.7504222400,B
1362,"TOMA01","Tomaszowska",52.3438885100,16.9334910300,A
1562,"KOUGM02","Komorniki/Urząd Gminy",52.3326800000,16.8073300000,B
1587,"IPNZ02","IPN",52.3795993700,16.9145704300,A
4374,"SSPAZ01","Środa Wielkopolska/20 Października",52.2251034575,17.2767547543,C
1856,"PBPET02","Przybroda/Pętla",52.5206125000,16.6557476600,B
3829,"CECME02","Czerwonak/Cmentarz",52.4585471500,16.9961692000,B
2995,"UNRU02","Unruga",52.4782284648,16.7650805164,A
1874,"RKTRA02","Rokietnica/Trakt Napoleoński",52.5129754200,16.7314301600,B
1004,"WOLO01","Wołowska",52.3706340200,16.8426570500,A
1868,"MRPAR02","Mrowino/Park",52.5179515200,16.7051639000,B
108,"KOSI72","Kosińskiego",52.3894310200,16.9183820800,A
1081,"GORC21","Górczyn PKM",52.3815782900,16.8809082400,A
44,"PZEL41","Przełajowa",52.4252848000,16.9449347600,A
1199,"KZOSK02","Koziegłowy/Os. Karolin",52.4440953919,16.9905760850,B
2157,"TUKOS01","Tulce/Kościół",52.3420328900,17.0805671900,B
2182,"BOPRZ02","Bolechowo/Przejazd",52.5330406000,16.9796078500,C
3028,"SFSII01","Świątniki/II",52.2265596391,16.9585226573,C
2318,"SRDWA02","Śródka/II",52.2976939200,17.1316682700,B
1840,"STPET01","Starzyny/Rynkowa",52.4929836760,16.7557832514,B
4073,"OSKA01","Oświęcimska",52.3544084564,16.9371094328,A
4491,"LUDŁU01","Luboń/Długa",52.3411945368,16.8545113505,B
333,"SLJAG02","Suchy Las/Os. Jagodowe",52.4716052000,16.8673430300,B
72,"WOJS41","Wojskowa",52.4034107400,16.8924793200,A
2102,"GRPET02","Góra/Pętla",52.4854372400,16.6294331500,C
4097,"RYBI02","Rybitwy",52.4260555400,17.0640244800,A
988,"LUFAO01","Luboń/Factory Outlet",52.3542731803,16.8910363199,B
1017,"KMNZ02","Komornicka",52.3705838100,16.8640463000,A
102,"AREN42","Arena",52.3977717600,16.8884247200,A
4020,"LISOW01","Lisówki/Sowia",52.3208202270,16.6626039962,C
3285,"ARNI01","Arnikowa",52.4920666774,16.9424369132,A
468,"UMUL04","Umultowska",52.4430685600,16.9303892100,A
864,"MORON01","Mosina/Rondo",52.2433893800,16.8474932600,C
4172,"KOTUL01","Komorniki/Tulipanowa",52.3484700000,16.8136300000,B
2961,"BRKUR01","Borówiec/Kurkowa",52.2812629632,17.0204601509,B
275,"ZOWIE01","Złotkowo/Wieś",52.5114700600,16.8395369200,B
4271,"WIDWO02","Wiry/Dworcowa",52.3120100000,16.8651400000,B
1821,"KICZY01","Kiekrz/Czysta",52.4823980400,16.7916687200,B
446,"MAPO01","Maków Polnych",52.4635751200,16.9479684100,A
531,"STNZ01","Instytut Genetyki",52.4464244500,16.8992914600,A
3225,"LIWIE01","Lisówki/Wieś",52.3213090000,16.6433730000,C
1447,"ZERO01","Żeromskiego",52.4160765800,16.8921595300,A
354,"STRS01","Strzeszyn PKM",52.4621111700,16.8666883700,A
3099,"TRCZI01","Trzek/Czereśniowa",52.3587731427,17.1524222827,B
2396,"SDPOL02","Swarzędz/Polna",52.4083100000,17.0845070000,B
3679,"MALI02","Malinowa",52.3695900000,16.9109900000,A
2593,"PXZEG02","Bytyń/Żeglarska",52.4966370000,16.4966020000,C
2521,"RASKL01","Rabowice/Składowisko",52.3802360000,17.1116670000,C
4099,"SMIG01","Śmigi",52.3476261050,16.9662261054,A
3806,"KCNOS01","Kicin/Nowe Osiedle",52.4679211589,17.0106463712,B
137,"ROSR46","Rondo Śródka",52.4099513800,16.9581012000,A
1808,"KOJEZ01","Komorniki/Jeziorna",52.3313424108,16.8031550299,B
1147,"KORO02","Koronkarska",52.4160584500,16.9593666900,A
1077,"KORD01","Kordeckiego",52.3876049300,16.8786796700,A
584,"KIEK02","Kiekrz",52.4737051100,16.7744947100,A
890,"PUZRO02","Puszczykowo/Źródlana",52.2926917600,16.8614444000,C
4397,"XNSKR02","Konarskie/Skrzyżowanie",52.2216301360,17.0481896125,C
2031,"TPKAI02","Tarnowo Pdg/Karolewo I",52.4691534857,16.6846222807,C
285,"ZLZIE02","Złotniki/Zielona",52.4916171612,16.8410081800,B
4258,"ZAPKO01","Zalasewo/Polska/Kórnicka",52.3890795800,17.0765536500,B
3040,"SPPAL01","Sowiniec/Pałac",52.2373031549,16.8808240860,C
1644,"KINZ01","Krzesinki",52.3402166400,17.0125720900,A
3789,"PSWIE01","Prusinowo/Wieś",52.1993276100,17.1263883100,C
4307,"KRPIA01","Krosno/Piaskowa/Tylna",52.2238371739,16.8309287642,C
4404,"CNRUM01","Czmoniec/Rumiankowa",52.1806533947,17.0182612739,C
2548,"GAMTU01","Garby Małe/Tulecka",52.3614000000,17.0752240000,C
486,"SERB02","Serbska",52.4313397800,16.9459041100,A
3286,"RKAP45","Rondo Kaponiera",52.4078000000,16.9130900000,A
3981,"LENA42","Lechicka/Naramowicka",52.4400811731,16.9464362129,A
3354,"PLSTP03","Plewiska/Straż Pożarna",52.3655447676,16.8079955107,B
893,"PUPKM01","Puszczykowo/PKM",52.2945244600,16.8691190000,C
912,"LUTAR01","Luboń/Targowa",52.3388219268,16.8745521216,B
2901,"SZWE01","Szwedzka",52.3820321731,16.9911811451,A
955,"KOJAL01","Komorniki/Jałowcowa",52.3335710600,16.8307074008,B
4441,"TPTUR02","Tarnowo Pdg/Turyńska",52.4778057868,16.6611872701,C
4325,"SFIII02","Świątniki/III",52.2254109781,16.9656210453,C
2529,"SDPOG01","Swarzędz/Pogodna/Kórnicka",52.3995700000,17.0779220000,B
2451,"TPSZK01","Tarnowo Pdg/Szkolna",52.4670886600,16.6629592600,C
327,"SLSPR02","Suchy Las/Sprzeczna",52.4746265600,16.8936914100,B
1142,"ROSR03","Rondo Śródka",52.4109266900,16.9578971000,A
547,"HEZJ02","Hezjoda",52.4447774100,16.8739612700,A
1398,"STMA01","Starołęka Mała",52.3763782000,16.9399300500,A
2145,"KAPOL02","Kamionki/Polna",52.2860552600,16.9886908500,B
624,"SZPI01","Szpitalna",52.4115850000,16.8770010000,A
1419,"OSPO01","Os. Polan",52.3832711600,16.9610202400,A
1928,"WYDLU01","Wysogotowo/Długa",52.4098584800,16.7798581200,B
691,"DPPRZ02","Dopiewiec/Przejazd Kolejowy",52.3594442900,16.6898690500,C
90,"PAWI71","Park Wilsona",52.3982419000,16.9031573100,A
1543,"TAKA02","Tarnowska",52.3419996500,17.0099534200,A
683,"DKKAS02","Dąbrówka/Kasztanowa",52.3777388800,16.7432324600,C
1061,"OSKO02","Os. Kopernika",52.3850983900,16.8633860200,A
2476,"SDTRA02","Swarzędz/Tysiąclecia",52.4022230000,17.0713860000,B
3531,"WYSKO02","Wysogotowo/Skórzewska ",52.4023791700,16.7961648100,B
950,"WIWIR02","Wiry/Wirowska",52.3264065007,16.8442253288,B
784,"WIKL02","Witosa Kładka",52.4304664700,16.9023393800,A
2661,"DZLES02","Dziećmierowo/Leśna",52.2703047000,17.0978484800,C
232,"RSTA46","Rondo Starołęka",52.3795324100,16.9429377900,A
2866,"GWTRU02","Gowarzewo/Truskawkowa",52.3669086500,17.1422413300,B
1836,"KIZIE02","Kiekrz/Zielona",52.4919982200,16.7728699100,B
2434,"SBDOB01","Sarbinowo/II (Dobrepole)",52.4148870000,17.1550420000,C
816,"DEEC01","Dębiec PKM",52.3708661600,16.9011792500,A
143,"TERM41","Termalna",52.4090358700,16.9722628600,A
630,"BUPO01","Bułgarska/Polska",52.4123649800,16.8684411400,A
986,"LUPSZ01","Luboń/Puszkina",52.3527129661,16.8827720844,B
1579,"PALA01","Palacza",52.3883175400,16.8811340200,A
1382,"SWAN01","Św. Antoniego",52.3640272200,16.9273255500,A
4094,"SMIG02","Śmigi",52.3482665045,16.9651192881,A
1508,"SZCH02","Szwajcarska Centrum Handlowe",52.3847915600,16.9970639400,A
73,"OSTR42","Ostroroga",52.4003363100,16.8815419200,A
2599,"SWKI01","Świątniczki",52.3357163000,17.0105503100,A
821,"KASZ02","Kasztanowa",52.3653554286,16.9040082181,A
1280,"BAKA01","Baraniaka",52.4032789700,16.9555193700,A
4315,"MOKRS01","Mosina/Krosińska/Sosnowa",52.2308736359,16.8484902646,C
2264,"KYTRA01","Kliny/Trakt",52.4755891600,17.0330154500,C
2313,"ZNSZK02","Zimin/Szkoła",52.2953961100,17.1517947500,B
981,"LUSIK01","Luboń/Sikorskiego",52.3484378774,16.8733124863,B
1444,"PRNZ02","Przepadek",52.4198483700,16.9216925100,A
2570,"MGPKM02","M. Goślina/PKM",52.5752468369,17.0153687915,C
798,"OSZW01","Os. Zwycięstwa",52.4359415400,16.9255473300,A
2626,"BJMDW02","Błażejewo/Mikołajczyka II",52.2111895600,17.1010103000,C
773,"RYCE01","Rycerska",52.4047114500,16.8673799500,A
2603,"RBWEZ01","Robakowo/Węzeł",52.2968074200,17.0513468000,B
2608,"KDNIE02","Kórnik/Pl. Niepodległości",52.2484590700,17.0876259500,C
1194,"KZPLY02","Koziegłowy/Pływalnia",52.4493331273,16.9920665989,B
1213,"LOMZ01","Łomżyńska",52.4095850100,16.9847628200,A
3213,"ROMI04","Rondo Minikowo",52.3558960000,16.9435650000,A
1663,"POLW02","Półwiejska",52.3997682900,16.9283692100,A
2137,"BRLAK02","Borówiec/Łąkowa",52.2829140000,17.0452720000,B
1828,"KCSZK02","Kicin/Szkoła",52.4634316700,17.0189726200,B
2250,"NGOZD02","Nagradowice/Ośrodek Zdrowia",52.3206873800,17.1474324600,B
1582,"TRAU02","Traugutta",52.3844670500,16.9153047500,A
700,"ZKSPO02","Zakrzewo/Sportowa",52.3928255100,16.7267028700,C
1653,"SOLN01","Solna",52.4116894100,16.9286558400,A
2024,"NAKOK02","Napachanie/Kokoszczyńska",52.4837319011,16.7188007976,B
4183,"PERK01","Perkoza",52.4248039972,17.0649099318,A
1484,"LUBU02","Lubuszańska",52.3801304409,16.9743280077,A
676,"DBWIL02","Dąbrowa/Leśna",52.3971100000,16.7568900000,C
2200,"CEELE01","Czerwonak/Elewator",52.4859394900,16.9779277700,B
1705,"JUNI41","Junikowo",52.3836600000,16.8338300000,A
2377,"CEUGM04","Czerwonak/Urząd Gminy",52.4716139000,16.9890116300,B
3815,"WIKOS03","Wiry/Kościół",52.3212000000,16.8513900000,B
39,"MURA42","Murawa",52.4268984600,16.9358033000,A
372,"WIED02","Wiedeńska",52.4654699400,16.9047405300,A
2957,"PDPET01","Przebędowo/Pętla",52.5872258100,17.0097565300,C
2589,"MLMLO01","Młodasko/",52.4777220000,16.5402780000,C
1334,"CZGRO01","Czapury/Gromadzka",52.3198030600,16.9223207600,B
4308,"KRGLO02","Krosno/Główna",52.2243527366,16.8332604592,C
738,"GROC01","Grochowska",52.3989882300,16.8755711400,A
470,"ESTO01","Estońska",52.4428183200,16.9362230400,A
1325,"GLOS01","Głuszyna OSIR",52.3127100000,16.9691963300,A
894,"LEWPN01","Łęczyca/WPN",52.3025313034,16.8679554908,B
440,"BIJES01","Biedrusko/Jesionowa",52.5359212500,16.9434691900,B
2981,"LOZO01","Łozowa",52.3688600000,16.9078900000,A
781,"WOPO03","Wojska Polskiego",52.4284803500,16.8973601200,A
701,"ZKSPO01","Zakrzewo/Sportowa",52.3933213600,16.7258674700,C
711,"MANZ01","Malwowa I",52.3931377300,16.8080027600,A
3348,"SIWIE02","Sierosław/Dworska ",52.4046070000,16.6753940000,C
2172,"BOFAU01","Bolechowo-Os./Fabryka Autobusów",52.5462731500,16.9728438900,C
1023,"SMIE01","Śmiełowska",52.3738876800,16.8769520100,A
4451,"GOKA02","Golęcińska",52.4334920213,16.8839379319,A
2391,"GTDOZ01","Gortatowo/Dożynkowa",52.4245940000,17.1025960000,B
21,"KLIN42","Klin",52.4186542100,16.9140014500,A
298,"SLKON02","Suchy Las/Konwaliowa",52.4780036366,16.8696378530,B
1515,"TORW01","Torowa Wiadukt",52.3687141600,16.9879418500,A
4344,"PABUR01","Palędzie/Bursztynowa",52.3663291630,16.7394613863,C
2216,"SWORZ02","Szewce/Orzechowa",52.3588011600,17.0960952400,B
4096,"LEZI02","Leśniczówka Zieliniec",52.4219766400,17.0641868100,A
1747,"PLBOI01","Plewiska/Boisko",52.3683306607,16.8008823651,B
1,"FRWO41","Franowo",52.3814339100,17.0003228700,A
1539,"KRWI01","Krzesiny Wiadukt",52.3399782700,16.9996564200,A
2971,"ZLOGP02","Złotniki/Os. Grzybowe PKM",52.4842624248,16.8448008738,B
2192,"OWPAR02","Owińska/Parkowa",52.5109763300,16.9777942100,C
2782,"PUNAD02","Puszczykowo/Nadwarciańska",52.2660436900,16.8726870200,C
175,"SERA72","Serafitek",52.3969309500,16.9457055500,A
1977,"BTBRZ01","Batorowo/Brzask",52.4227555400,16.7322823100,C
2903,"SKSZA02","Skórzewo/Szarotkowa",52.3938595300,16.7962744300,B
1458,"OSSL02","Os. Słowiańskie",52.4260718300,16.9178796000,A
12,"UP42","Uniwersytet Przyrodniczy",52.4269057500,16.9062196600,A
4189,"ZEFPP02","Żerniki/Fabryczna Panattoni Park",52.3315860300,17.0284735100,B
2320,"SRTRZ01","Śródka/III",52.2968016700,17.1392281200,B
4222,"WOLC01","Wołczyńska",52.3739000000,16.8325500000,A
4314,"KRLES01","Krosno/Leśna",52.2265053723,16.8357102147,C
214,"PIAR42","Piaśnicka Rynek",52.3877999592,16.9820609709,A
1846,"RKPKM02","Rokietnica/Węzeł Przesiadkowy",52.5107780000,16.7548410000,B
3824,"MWKOL03","Miękowo/Kolejowa",52.4983504319,16.9772647628,C
387,"SZYM01","Szymanowskiego",52.4605915400,16.9170346000,A
91,"PAWI72","Park Wilsona",52.3971074100,16.9020603600,A
249,"CHWAR01","Chludowo/Wargowska",52.5600632600,16.8342824400,C
4402,"RDPOM01","Radzewo/Pomorska",52.2031283137,17.0308937482,C
2036,"TPROL01","Tarnowo Pdg/Rolna",52.4627846300,16.6713136300,C
4077,"GRZIE02","Gruszczyn/Zielińska",52.4276851898,17.0649984772,B
3518,"OKEI02","Okrzei",52.3611998000,16.8857784000,A
1333,"BBBAB01","Babki/",52.3177123300,16.9304748000,B
2130,"BRLAS01","Borówiec/Las",52.2926950000,17.0452120000,B
873,"PULAS02","Puszczykowo/Nadwarciańska Las",52.2576444900,16.8720841900,C
2614,"KDBRY02","Kórnik/Bnin Rynek",52.2308231300,17.0954243900,C
104,"KOLE41","Kolejowa",52.3871894000,16.9027620200,A
2074,"CKJAN01","Ceradz Kościelny/Jankowicka",52.4407338900,16.6024359800,C
4018,"TLLZA02","Trzcielin/Leśne Zacisze",52.3276247381,16.6732146842,C
2296,"KXZDB01","Komorniki gm.Kleszczewo/Zadęby",52.3418204500,17.1119935500,B
1090,"CHOC02","Chociszewskiego",52.3914789000,16.8933098000,A
147,"LOMZ41","Łomżyńska",52.4095056700,16.9853441700,A
1497,"ORGN01","Orle Gniazdo",52.3912558500,16.9756367900,A
1324,"GLSZ02","Głuszyna Szkoła",52.3143230900,16.9643235200,A
201,"RZEG42","Rondo Żegrze",52.3765200000,16.9547300000,A
1186,"KZZDR02","Koziegłowy/Zakłady Drobiarskie",52.4413992000,17.0001141400,B
1315,"DALES01","Daszewice/Leśna",52.3024275300,16.9533250100,B
1677,"ROLN03","Rolna",52.3843438100,16.9170321200,A
2693,"CMLES02","Czmoń/Leśna",52.1816311950,17.0547714857,C
3674,"TRWYD01","Trzek/Wydzierżewice",52.3473915902,17.1711053580,B
3159,"WIAT03","Wiatraczna",52.3903910000,16.9677370000,A
1439,"NOGO02","Nowowiejskiego",52.4148221700,16.9196701800,A
2393,"GTSWI01","Gortatowo/Świetlica",52.4261090000,17.1100170000,B
2847,"PLPLD02","Plewiska/Południowa",52.3741747100,16.8203774300,B
1344,"CZDEB01","Czapury/Dębowa",52.3261267526,16.9106343641,B
4371,"SUSZK01","Słupia Wielka/Szkoła",52.2203637533,17.2137104435,C
1159,"CHEM04","Chemiczna",52.4269845400,16.9656891000,A
3805,"MWOGR01","Miękowo/Ogrodowa",52.4967773301,16.9839942117,C
574,"CHKA01","Chojnicka",52.4686961400,16.8013452100,A
613,"PILO02","Pilotów",52.4270388700,16.8561400300,A
669,"SKKOS01","Skórzewo/Kościół",52.3906024707,16.7898141926,B
761,"BRZA02","Brzask",52.4072244300,16.8755343500,A
1767,"PLSZK01","Plewiska/Szkoła Nr 1",52.3632100000,16.8070200000,B
565,"KRAJ01","Krajenecka",52.4549867000,16.8429271500,A
828,"PINZ01","Piastowska",52.3719934300,16.9168280900,A
4352,"LITA01","Literacka",52.4405042134,16.8697411559,A
2050,"RUKLU01","Rumianek/Świetlica",52.4594056800,16.6202422600,C
3967,"ZLGRZ04","Złotniki/Os. Grzybowe",52.4800720128,16.8577580145,B
2678,"XLPET01","Kromolice/Pętla",52.2691747453,17.1696738743,C
2001,"LWSZK02","Lusowo/Szkoła",52.4333192800,16.7017828600,C
3557,"SZPKM01","Szreniawa/PKM",52.3164608200,16.7985359100,C
4058,"PKPKM10","Paczkowo/PKM",52.3962069600,17.1583400656,C
3218,"KNSZK02","Konarzewo/Szkoła",52.3360612395,16.7186237068,C
4400,"RDOSP02","Radzewo/Strażnica",52.2092632681,17.0210209383,C
2298,"KXTAN02","Tanibórz/Zachód",52.3459495300,17.1134171200,B
551,"STGR01","Strzeszyn Grecki",52.4468834300,16.8742949400,A
1284,"WOLK01","Wołkowyska",52.4002819800,16.9682977300,A
3305,"CDPOW02","Ceradz Dolny/Powstańców Wielkopolskich",52.4299404600,16.5831017300,C
1873,"MRLES02","Mrowino/Leszka",52.5138104400,16.7246448500,B
3807,"KCNOS02","Kicin/Nowe Osiedle",52.4676962780,17.0111776435,B
3935,"CESZK05","Czerwonak/Szkolna",52.4651325548,16.9811460020,B
308,"SLSTR02","Suchy Las/Strażacka",52.4750086700,16.8851559500,B
346,"BIAL03","Białczańska",52.4578877600,16.8781556200,A
1540,"KRWI02","Krzesiny Wiadukt",52.3401477400,16.9993624100,A
2424,"LOLIP01","Łowęcin/Lipowa",52.4139550000,17.1214930000,C
4432,"KMIC01","Kmicica",52.3942697974,16.8354593362,A
4267,"LEKRZ02","Łęczyca/Krzywa",52.3147100000,16.8743400000,B
3603,"LUPRZ04","Luboń/Przemysłowa",52.3536509049,16.8930285910,B
4309,"KRPOS03","Krosno/Piaskowa/Os. Miodowe",52.2275997396,16.8253504052,C
2109,"NKRZ02","Nad Krzesinką",52.3358593100,17.0097223700,A
189,"HCP41","HCP",52.3824324900,16.9119498800,A
2144,"KAPOL01","Kamionki/Polna",52.2868362500,16.9866283700,B
2563,"MGCME01","M. Goślina/Cmentarz",52.5710909200,17.0079356000,C
1042,"BUCZ02","Buczka",52.3633451300,16.8791685200,A
853,"MOCIS02","Mosina/Cisowa",52.2322934551,16.8397242720,C
1881,"NAPAR02","Napachanie/Park",52.4866430000,16.7285900000,B
454,"RUBI01","Rubież",52.4507910400,16.9479123400,A
1576,"TECZ01","Tęczowa",52.3932748800,16.8789906500,A
272,"ZOSOB02","Złotkowo/Sobocka",52.5131390900,16.8354751900,B
4334,"MOSTA02","Mosina/Stadion",52.2449703368,16.8409934224,C
790,"KORA02","Koronna",52.4314124533,16.9146484213,A
2454,"PKFOL02","Paczkowo/Folwarczna",52.4026180000,17.1636700000,C
1731,"TWAR02","Twardogórska",52.3796500000,16.8282100000,A
907,"LUKOS02","Luboń/Kościół",52.3305032547,16.8772379981,B
1250,"ZAGIM02","Zalasewo/Planetarna Szkoła",52.3928840000,17.0689170000,B
649,"OBA01","Os. Bajkowe",52.4105728500,16.8345881400,A
1903,"PCPET02","Przecław/Pętla",52.5512198700,16.7136125900,C
1360,"STAS02","Staszowska",52.3451021900,16.9266982900,A
1956,"PMWYS02","Przeźmierowo/Wysogotowska",52.4358981700,16.7726886200,B
3810,"RZEG44","Rondo Żegrze",52.3770800000,16.9565900000,A
2326,"MAJED02","Markowice/I",52.3009852400,17.2180668600,B
1242,"SDPRZ02","Swarzędz/Przybylskiego",52.4013152554,17.0555536366,B
717,"GERB02","Gerberowa",52.3853953000,16.8246529000,A
3992,"SZYD01","Szydłowiecka",52.3580410000,16.9449630000,A
578,"KIDW01","Kiekrz PKM",52.4753158800,16.7893756500,A
1443,"PRNZ04","Przepadek",52.4190104000,16.9233086300,A
3080,"CESZK03","Czerwonak/Szkolna",52.4657982376,16.9835662424,B
2650,"KDBAK02","Kórnik/Bnin Biernacka",52.2338924800,17.0960409300,C
1264,"KURL01","Kurlandzka",52.3921056100,16.9821322500,A
1389,"STAW02","Starołęcka Wiadukt",52.3512638600,16.9213346700,A
651,"WIEC01","Wieczorynki",52.4086173800,16.8403438400,A
622,"OGDY06","Ogrody",52.4170400000,16.8837500000,A
4504,"NAWS02","Naramowice Wschodnie",52.4453193858,16.9610609582,A
2180,"BOOGR01","Bolechowo-Os./Ogrodowa",52.5332147700,16.9771902900,C
1152,"RWSC02","Rynek Wschodni",52.4209399500,16.9698606200,A
402,"KURP06","Kurpińskiego",52.4506116000,16.9217926900,A
2612,"KDBIE02","Kórnik/Bnin Armii Krajowej",52.2347983900,17.0946002100,C
404,"KURP01","Kurpińskiego",52.4509611200,16.9194839200,A
2862,"GWNOW02","Gowarzewo/Nowa",52.3618894800,17.1324582700,B
2492,"WZMEH02","Wierzenica/Mechowo",52.4408510000,17.0543450000,B
803,"RKAP05","Rondo Kaponiera",52.4070300000,16.9132234300,A
1692,"SZOO72","Stare Zoo",52.4081887500,16.9087997900,A
2633,"JWJWW01","Jeziory Wielkie/",52.1828968600,17.1324146300,D
261,"ZISWI01","Zielątkowo/Świerkowa",52.5544832400,16.7979004100,C
2680,"CLWIE01","Czołowo/Wieś",52.2405853772,17.0411207396,C
1332,"BBBAB02","Babki/",52.3169076300,16.9313970600,B
2571,"MGOKR01","M. Goślina/Okrężna",52.5833105100,17.0165526600,C
278,"ZOZYT02","Złotkowo/Żytnia",52.5012182000,16.8372413600,B
3228,"LITRZ01","Lisówki/Trzcielińska",52.3210430000,16.6490040000,C
2194,"OWPAL02","Owińska/Pałac",52.5130679600,16.9753961500,C
4420,"LWSWI02","Lusowo/Świt",52.4382500000,16.6948060000,C
1467,"PILS02","Piłsudskiego",52.3925968800,16.9513642700,A
771,"OGNI02","Ognik",52.4076730000,16.8677070000,A
121,"MRCI72","Aleje Marcinkowskiego",52.4073055900,16.9288885500,A
837,"RSTA01","Rondo Starołęka",52.3814707300,16.9430293300,A
2070,"LKGRA02","Lusówko/Grabowa",52.4331928100,16.6396758300,C
2227,"GWOSP01","Gowarzewo/OSP",52.3643857400,17.1246453700,B
517,"RZEP01","Rzepeckiej",52.4552832200,16.8824574500,A
1030,"PRCZ02","Przełęcz",52.3772577500,16.8886370600,A
3073,"LURZE02","Luboń/Rzeczna",52.3466790183,16.9014699172,B
259,"ZIOSP01","Zielątkowo/OSP",52.5605177300,16.7978700900,C
2097,"KHPET01","Kokoszczyn/Pętla",52.4977356600,16.6537804700,C
1180,"JANI02","Janikowo",52.4365520000,17.0178593100,A
1005,"WOLO02","Wołowska",52.3704000800,16.8428975300,A
491,"ROSO02","Rondo Solidarności",52.4338715700,16.9373713900,A
2039,"TPNOW01","Tarnowo Pdg/Nowa",52.4623990300,16.6552319600,C
110,"ROZA41","Różana",52.3965092000,16.9245683000,A
106,"TRAU43","Traugutta",52.3847652100,16.9151159000,A
4092,"GARA02","Garaszewo",52.3501966665,16.9633631381,A
1371,"ROMI03","Rondo Minikowo",52.3552717700,16.9439575900,A
4090,"WARP02","Warpińska",52.4131062200,17.0482781600,A
2219,"GWJSN01","Gowarzewo/Jesienna",52.3550930000,17.1156019700,B
260,"ZISWI02","Zielątkowo/Świerkowa",52.5538325900,16.7978270700,C
2016,"CYLIP02","Chyby/Lipowa",52.4600280000,16.7626670000,B
1134,"MAGA04","Małe Garbary",52.4113480200,16.9369076300,A
587,"STOB02","Stobnicka",52.4534762600,16.8012951900,A
851,"MOKRA02","Mosina/Krasickiego Limaro",52.2323748446,16.8358430328,C
1413,"SZII01","Os. Stare Żegrze",52.3802102300,16.9567735200,A
726,"BUDZ02","Budziszyńska",52.3882810900,16.8492768200,A
417,"UAMG02","UAM Wydział Geografii",52.4653034743,16.9416104897,A
916,"LUDWA02","Luboń/Dworcowa",52.3400127584,16.8901508661,B
4017,"PAWRZ01","Palędzie/Wrzosowa",52.3729373671,16.7260762763,C
1981,"LWBOC02","Lusowo/Boczna",52.4214597900,16.7179080400,C
3600,"LUPKM04","Luboń/PKM",52.3445502543,16.8916118649,B
